,Officer Name,Rank,Command,Shield,Appointed Date,Total Arrests,Department Recognitions
255,"ADAMES, JULIO J",POLICE OFFICER,047 PRECINCT,8053,7/2/2018,28,0
256,"ADAMES, KERWIN M",POLICE OFFICER,070 PRECINCT,12777,4/12/2017,22,0
257,"ADAMES, KEVIN J",POLICE OFFICER,009 PRECINCT,28180,1/10/2018,15,0
258,"ADAMES, KRISTIN M",SERGEANT,QS CRIME ANALYSIS UNIT,1006,7/10/2006,44,0
259,"ADAMES, LUIS A",POLICE OFFICER,043 PRECINCT,1210,10/7/2015,75,0
260,"ADAMES, MARKANTHONY",POLICE OFFICER,CRITICAL RESPONSE COMMAND,7517,7/9/2014,48,1
261,"ADAMES, RANDY M",POLICE OFFICER,TRANSIT DISTRICT 11,29733,1/3/2019,12,0
262,"ADAMESALESI, ARISLEYDA A",POLICE OFFICER,088 PRECINCT,2925,4/15/2019,23,0
263,"ADAMI, REGINA L",DETECTIVE 1ST GRADE,AUTO CRIME,3933,4/30/1991,331,4
264,"ADAMISZYN, KEITH P",DETECTIVE 2ND GRADE,DET BORO QNS NORTH HOMICIDE SQ,5649,7/1/2002,282,6
265,"ADAMO, ANTHONY S",DETECTIVE 3RD GRADE,TECH. ASSIST. & RESPONSE UNIT,521,1/31/2006,163,1
266,"ADAMO, JOHN F",POLICE OFFICER,HB BROOKLYN RESPONSE TEAM,20053,10/7/2015,38,1
267,"ADAMO, SCOTT W",DETECTIVE 3RD GRADE,CRIMINAL INTELLIGENCE SECTION,153,8/31/1998,122,2
268,"ADAMS, BORYONAH T",SERGEANT,052 PRECINCT,1055,7/1/2003,226,0
269,"ADAMS, COURTNEY M",LIEUTENANT,TB ANTI TERRORISM UNIT,,12/8/1997,240,7
270,"ADAMS, DEAN A",DETECTIVE 3RD GRADE,NARC BORO BROOKLYN SOUTH,3742,7/11/2005,544,1
271,"ADAMS, DOUGLASS G",DETECTIVE 3RD GRADE,MILITARY & EXTENDED LEAVE DESK,6756,7/11/2005,141,4
272,"ADAMS, ERIC J",POLICE OFFICER,114 PRECINCT,10438,11/2/2020,14,0
273,"ADAMS, GREGORY L",POLICE OFFICER,HOUSING PSA 7,15534,10/18/2017,18,0
274,"ADAMS, MARIAN",POLICE OFFICER,111 PRECINCT,15238,7/11/2005,29,0
275,"ADAMS, RANDY S",POLICE OFFICER,TRANSIT DISTRICT 32,8938,1/10/2018,12,0
276,"ADAMS, ROBERT J",POLICE OFFICER,120 PRECINCT,3585,7/6/2011,95,0
277,"ADAMS, TERENCE T",POLICE OFFICER,060 PRECINCT,21441,10/7/2015,113,14
278,"ADAMS, THOMAS R",DETECTIVE 3RD GRADE,DETECTIVE BUREAU,4469,1/10/2007,168,7
279,"ADAMS, TONY R",POLICE OFFICER,094 PRECINCT,11315,9/29/2000,95,0
280,"ADAMSEDWARDS, KEENEN A",SERGEANT,072 PRECINCT,2754,1/9/2013,167,13
281,"ADAMSGRAY, CHERYL L",POLICE OFFICER,070 PRECINCT,13136,7/1/2002,104,3
282,"ADAMSON, EON C",POLICE OFFICER,088 PRECINCT,9452,2/28/1994,185,3
283,"ADASZEWSKI, JEFFREY F",DETECTIVE 3RD GRADE,NARC BORO QUEENS NORTH,116,1/7/2008,529,11
284,"ADASZEWSKI, PHILIP A",DETECTIVE 3RD GRADE,VICE MAJOR CASE,3807,9/29/2000,699,6
285,"ADDEO, JOHN C",LIEUTENANT,122 PRECINCT,,1/7/2008,245,13
286,"ADDEO, MICHAEL R",SERGEANT,MN EVIDENCE COLLECTION TEAM,2817,7/22/2002,61,2
287,"ADDISON, CAROLYN",DETECTIVE 3RD GRADE,115TH DET SQUAD,585,1/10/2005,257,16
288,"ADDISON, CHRISTIAN",SERGEANT,062 PRECINCT,19,3/1/2000,72,22
289,"ADDONISIO, ASHLEY R",POLICE OFFICER,108 PRECINCT,31247,7/7/2021,0,0
290,"ADEBAYOOLOJO, ANUOLUWAPO J",POLICE OFFICER,QUARTERMASTER SECTION,21112,1/4/2017,42,0
291,"ADELEKE, TAIWO A",SERGEANT,VICE ENFORCEMENT DIVISION,3835,7/8/2008,316,8
292,"ADELEYE, EUGENE O",POLICE OFFICER,009 PRECINCT,1364,4/6/2016,45,1
293,"ADELMAN, CRAIG S",DEPUTY INSPECTOR,COMMUNICATIONS DIV,,12/8/1997,106,5
294,"ADELMAN, SCOTT M",POLICE OFFICER,102 PRECINCT,105,7/6/2010,323,8
295,"ADELSON, JACQUELINE M",POLICE OFFICER,105 PRECINCT,19600,7/8/2015,20,0
296,"ADELSON, MICHAEL C",POLICE OFFICER,001 PRECINCT,18821,7/8/2015,81,5
297,"ADEMOLA, IDRIS A",POLICE OFFICER,061 PRECINCT,25467,1/17/2008,153,1
298,"ADENIYI, AYOTUNDE S",SERGEANT,048 PRECINCT,1246,7/1/2004,323,18
299,"ADETIMIRIN, JUSTIN O",POLICE OFFICER,081 PRECINCT,12522,7/2/2018,41,18
300,"ADHIKARY, PRONAB",POLICE OFFICER,014 PCT-MIDTOWN SO. PCT,24176,1/6/2020,67,0
301,"ADINOLFI, CHRISTOPHER",POLICE OFFICER,120 PRECINCT,21566,10/7/2015,44,0
302,"ADJEI, ANDREWS",SERGEANT,009 PRECINCT,1056,1/23/2007,195,7
303,"ADKINS, SHONTA M",POLICE OFFICER,AUTO POUND,19603,7/1/2002,49,0
304,"ADLER, CRAIG P",POLICE OFFICER,HOUSING PSA 1,20659,7/8/2015,53,2
305,"ADLY, MINA N",POLICE OFFICER,090 PRECINCT,3567,7/13/2016,51,1
306,"ADME, NICOT",SERGEANT,CRITICAL RESPONSE COMMAND,343,1/10/2005,341,0
307,"ADMIRAND, ROBERT W",DETECTIVE 3RD GRADE,017 DET SQUAD,1619,7/1/2002,482,6
308,"ADONIS, KIZZY J",SERGEANT,HOUSING BOROUGH BROOKLYN,2263,7/1/2002,61,0
309,"ADONIS, TRAVIS A",POLICE OFFICER,079 PRECINCT,13919,7/9/2013,150,2
310,"ADORNO, ISMAEL C",POLICE OFFICER,TRANSIT DISTRICT 11,20033,10/11/2016,26,1
311,"ADORNO, JESSETTE E",POLICE OFFICER,043 PRECINCT,18910,10/24/2018,34,0
312,"ADORNO, MIGUEL",POLICE OFFICER,049 DET SQUAD,9722,7/6/2011,253,10
313,"ADORNO, ORLANDO",POLICE OFFICER,079 PRECINCT,20407,10/11/2016,45,0
314,"ADRIEN, YLONNE",POLICE OFFICER,102 PRECINCT,17856,7/6/2011,57,0
315,"AFANASEWICZ, NICHOLAS A",DETECTIVE SPECIALIST,107 PRECINCT,4814,7/11/2012,118,3
316,"AFANEH, NANCY",POLICE OFFICER,LEGAL BUREAU,4290,7/11/2012,98,1
317,"AFFATIGATO, VINCENT M",POLICE OFFICER,069 PRECINCT,1103,12/29/2020,6,0
318,"AFONSO, CHRISTOPHER M",POLICE OFFICER,026 PRECINCT,10881,11/2/2020,6,0
319,"AFTAB, HASSAN",POLICE OFFICER,043 PRECINCT,6527,7/13/2016,22,0
320,"AGARD, DORNEZIA M",POLICE OFFICER,MAN COURT SECTION,6578,1/9/2013,289,5
321,"AGARD, LINDSAY J",POLICE OFFICER,013 DET SQUAD,18853,7/10/2006,528,2
322,"AGARDYHUN, TANYA T",SERGEANT,INTERNAL AFFAIRS BUREAU,154,7/21/2008,145,0
323,"AGATE, ROBERT J",SERGEANT,INTERNAL AFFAIRS BUREAU,3869,7/10/2006,118,11
324,"AGATE, YAHAIRA",POLICE OFFICER,075 PRECINCT,8492,7/9/2013,123,0
325,"AGENOR, WALKINS",POLICE OFFICER,HOUSING PSA 9,10013,11/2/2020,5,0
326,"AGIS, FRANCISCO",DETECTIVE 3RD GRADE,INTEL CIS FIO PROGRAM,2083,1/20/2004,479,11
327,"AGLIALORO, ROBERT S",POLICE OFFICER,MILITARY & EXTENDED LEAVE DESK,4668,7/6/2010,73,0
328,"AGNESE, MICHAEL N",DETECTIVE 3RD GRADE,WARRANT SECTION,2094,1/7/2015,43,0
329,"AGOLLI, MIKELJAN",DETECTIVE 3RD GRADE,NARC BORO BROOKLYN SOUTH MAJOR CASE UNIT,1621,7/6/2011,224,4
330,"AGOSTA, JOSEPH T",SERGEANT,INTERNAL AFFAIRS BUREAU,4544,7/1/2004,318,2
331,"AGOSTA, STEPHEN",DETECTIVE SPECIALIST,062 PRECINCT,100,7/15/1986,115,8
332,"AGOSTO, BRANDON J",POLICE OFFICER,GVSD Z1 VIOLENCE RED T/F,20663,7/8/2015,68,9
333,"AGOSTO, BRANDON V",DETECTIVE 3RD GRADE,NARC BORO BRONX,1084,7/11/2012,339,39
334,"AGOSTO, JUSTIN C",POLICE OFFICER,044 PRECINCT,24573,2/24/2021,9,0
335,"AGOSTO, ZACHARY D",POLICE OFFICER,009 PRECINCT,16706,11/2/2020,11,0
336,"AGRAMONTE, JOSEPH F",POLICE OFFICER,050 PRECINCT,25196,1/6/2020,14,1
337,"AGRO, KEVIN",POLICE OFFICER,STRATEGIC RESP GRP 3 BROOKLYN,8054,1/14/2009,142,9
338,"AGRON, ROBERT R",DETECTIVE 3RD GRADE,068 DET SQUAD,5183,7/10/2006,492,0
339,"AGRONT, MAXIMO A",POLICE OFFICER,075 PRECINCT,601,7/9/2013,83,1
340,"AGU, KELECHI C",POLICE OFFICER,MN EVIDENCE COLLECTION TEAM,4835,7/9/2007,61,0
341,"AGUDELO, JOSE J",POLICE OFFICER,AVIATION UNIT,13992,7/13/2016,60,3
342,"AGUDELO, KEVIN",DETECTIVE 2ND GRADE,INTERNAL AFFAIRS BUREAU,769,7/18/2007,62,4
343,"AGUERO, HENRY",LIEUTENANT,044 PRECINCT,,7/1/2004,70,1
344,"AGUERO, PAULA V",DETECTIVE 3RD GRADE,045 DET SQUAD,3000,7/11/2005,410,4
345,"AGUEROS, ERIC M",POLICE OFFICER,114 PRECINCT,471,7/13/2016,71,0
346,"AGUGLIARO, PATRICK J",DETECTIVE 3RD GRADE,JOINT TERRORIST TASK FORCE,1522,7/11/2005,384,9
347,"AGUIAR, JACQUELINE R",POLICE OFFICER,114 PRECINCT,25454,1/3/2019,29,0
348,"AGUILA, JORGE",SERGEANT,024 PRECINCT,1070,7/9/2013,237,6
349,"AGUILAR, ANDY",POLICE OFFICER,083 PRECINCT,21177,7/7/2021,7,0
350,"AGUILAR, CHRISTOPHER M",POLICE OFFICER,BRONX COURT SECT,23562,1/4/2017,11,0
351,"AGUILAR, DANNY",SERGEANT,042 PRECINCT,2496,7/10/2006,120,2
352,"AGUILAR, EDWIN L",SERGEANT,INTERNAL AFFAIRS BUREAU,1082,1/10/2007,308,5
353,"AGUILAR, EDWIN T",POLICE OFFICER,MOUNTED UNIT,5502,1/9/2012,48,0
354,"AGUILAR, GEORGE A",DETECTIVE SPECIALIST,122 PRECINCT,7753,7/1/2004,114,6
355,"AGUILAR, JONATHAN J",POLICE OFFICER,084 PRECINCT,15378,7/1/2019,19,0
356,"AGUILAR, OMAR",POLICE OFFICER,STRATEGIC RESP GRP 1 MANHATTAN,11042,7/6/2011,92,2
357,"AGUILAR, PETER",POLICE OFFICER,046 PRECINCT,16666,4/28/2021,10,0
358,"AGUILARMARTINEZ, OMAR",POLICE OFFICER,044 PRECINCT,18025,7/5/2017,105,0
359,"AGUILERA, GUIDO",SERGEANT,045 DET SQUAD,450,7/1/2004,83,0
360,"AGUILO, DANIEL",POLICE OFFICER,103 PRECINCT,5807,4/25/2018,24,5
361,"AGUILO, VINCENT",DETECTIVE 3RD GRADE,NARC BORO STATEN ISLAND MAJOR CASE UNIT,154,7/1/2004,316,12
362,"AGUIRRE, ALEXIS",DETECTIVE 3RD GRADE,INTEL CIS FIO PROGRAM,2098,7/1/2002,182,25
363,"AGUIRRE, DIEGO",POLICE OFFICER,001 PRECINCT,24483,1/7/2008,178,2
364,"AGUIRRE, DILMA",DETECTIVE 3RD GRADE,INTEL CIS FIO PROGRAM,5090,7/9/2013,153,4
365,"AGUIRRE, MARILYN",SERGEANT,MAN COURT SECTION,102,10/10/2000,93,1
366,"AGUIRRE, SELENA A",POLICE OFFICER,048 PRECINCT,16538,11/2/2020,11,0
367,"AGUIRRESAGASTUME, BRIAN A",POLICE OFFICER,TRANSIT BORO MANHATTAN,7390,10/12/2021,0,0
368,"AGUNZO, MICHAEL J",POLICE OFFICER,WARRANT SECTION,18509,1/4/2017,146,7
369,"AGWANIHU, OBRAIN U",POLICE OFFICER,PSA 4 VIPER 6,14563,7/13/2016,18,1
370,"AGYEI, KWAME",POLICE OFFICER,108 PRECINCT,1768,4/25/2018,19,1
371,"AGYEI, REXRODDICK A",POLICE OFFICER,040 PRECINCT,22769,2/24/2021,9,0
372,"AHAD, MD A",POLICE OFFICER,048 PRECINCT,1209,4/15/2019,10,0
373,"AHADI, ARSALAN Z",POLICE OFFICER,TRANSIT DISTRICT 20,23224,11/2/2020,2,0
374,"AHAMMED, MD S",POLICE OFFICER,094 PRECINCT,4231,1/9/2012,84,1
375,"AHASAN, MUHAMMAD A",POLICE OFFICER,TRANSIT DISTRICT 33,10057,7/10/2006,198,0
376,"AHEARN, SEAN M",DETECTIVE 3RD GRADE,010 DET SQUAD,2107,7/6/2010,365,26
377,"AHEARN, ZACHARY D",POLICE OFFICER,014 PCT-MIDTOWN SO. PCT,6554,10/7/2019,18,0
378,"AHEARNE, EDWARD W",POLICE OFFICER,014 PCT-MIDTOWN SO. PCT,30507,1/9/2013,478,1
379,"AHLERS, ROSS G",POLICE OFFICER,PATROL BORO MAN SOUTH,11340,7/13/2016,39,3
380,"AHLFELD, ERIC C",POLICE OFFICER,LSSD ELECTRONICS SECTION,16796,1/20/2004,83,0
381,"AHMAD, AAMAR",POLICE OFFICER,076 PRECINCT,8589,1/7/2015,60,4
382,"AHMAD, ABDUL H",POLICE OFFICER,077 PRECINCT,2322,10/24/2018,10,0
383,"AHMAD, HAMED S",POLICE OFFICER,TRANSIT DISTRICT 20,1634,1/9/2013,97,1
384,"AHMAD, MAHMOOD",SERGEANT,CRIMINAL INTELLIGENCE SECTION,1031,1/9/2006,1,0
385,"AHMAD, MAJDEY A",POLICE OFFICER,TRANSIT DISTRICT 2,9156,1/7/2015,86,2
386,"AHMAD, MANZOOR",POLICE OFFICER,TRANSIT DISTRICT 32,28192,1/3/2019,10,0
387,"AHMAD, MOHSAN",POLICE OFFICER,TRANSIT DISTRICT 2,28349,7/7/2021,0,0
388,"AHMAD, MUHAMMAD",POLICE OFFICER,TRANSIT DISTRICT 34,15565,10/7/2015,26,0
389,"AHMAD, RABEEL F",POLICE OFFICER,084 PRECINCT,12961,7/9/2014,54,0
390,"AHMAD, SAGHIR",POLICE OFFICER,TRANSIT DISTRICT 34,9979,10/18/2017,8,0
391,"AHMAD, SHUMON",POLICE OFFICER,081 PRECINCT,9224,12/29/2020,7,0
392,"AHMAD, TAIMOOR",POLICE OFFICER,010 PRECINCT,10574,7/2/2018,29,0
393,"AHMAD, TALHA",POLICE OFFICER,071 PRECINCT,21385,7/1/2019,85,0
394,"AHMAD, UDNAN",LIEUTENANT,013 PRECINCT,,1/9/2006,1,1
395,"AHMAD, WILL",LT DET COMMANDER,INTERNAL AFFAIRS BUREAU,,6/30/1995,29,4
396,"AHMED, ABRAHAM K",LIEUTENANT,COMMUNICATIONS DIV,,7/10/2006,151,13
397,"AHMED, AIMAN K",LIEUTENANT,121 PRECINCT,,1/10/2005,70,1
398,"AHMED, AIZAH S",POLICE OFFICER,030 PRECINCT,25951,7/5/2017,49,0
399,"AHMED, ALI K",POLICE OFFICER,068 PRECINCT,14014,1/6/2016,82,3
400,"AHMED, ALY S",POLICE OFFICER,083 PRECINCT,2967,10/18/2017,17,0
401,"AHMED, AMNA",POLICE OFFICER,MANHATTAN TRANSIT ROBBERY SQD,24472,10/11/2016,36,1
402,"AHMED, ANNA",SERGEANT,AUXILIARY POLICE SECT,1822,7/10/2006,68,3
403,"AHMED, ASHISH",POLICE OFFICER,014 PCT-MIDTOWN SO. PCT,633,10/12/2021,0,0
404,"AHMED, ASHRAF K",LIEUTENANT,078 PRECINCT,,1/9/2006,86,10
405,"AHMED, FAHAD M",POLICE OFFICER,HOUSING PSA 1,2456,1/6/2016,15,0
406,"AHMED, FAISAL",POLICE OFFICER,120 PRECINCT,8487,4/12/2017,46,2
407,"AHMED, FAIZAN",POLICE OFFICER,072 PRECINCT,1517,4/28/2021,7,0
408,"AHMED, FAROOQ",POLICE OFFICER,HOUSING PSA 3,17983,1/6/2016,34,1
409,"AHMED, IMRAN",POLICE OFFICER,114 PRECINCT,24983,11/2/2020,23,0
410,"AHMED, ISHTIAK",POLICE OFFICER,081 PRECINCT,5760,7/8/2015,21,0
411,"AHMED, JAMAL G",POLICE OFFICER,090 PRECINCT,23349,1/6/2020,17,0
412,"AHMED, JOWEL",POLICE OFFICER,090 PRECINCT,13662,7/1/2019,12,0
413,"AHMED, JUMANIA",POLICE OFFICER,071 PRECINCT,11123,11/2/2020,22,0
414,"AHMED, JUWEL",POLICE OFFICER,077 PRECINCT,9848,12/29/2020,13,0
415,"AHMED, KASABI B",POLICE OFFICER,TRANSIT DISTRICT 4,18948,7/8/2015,32,0
416,"AHMED, KAWSAR",POLICE OFFICER,RTS RECRUITS,28756,12/29/2021,0,0
417,"AHMED, KAZI Q",POLICE OFFICER,028 PRECINCT,7372,10/7/2019,7,0
418,"AHMED, LILLIAN A",POLICE OFFICER,010 PRECINCT,17350,4/28/2021,4,0
419,"AHMED, MAJID",POLICE OFFICER,076 PRECINCT,24077,1/4/2017,98,2
420,"AHMED, MARCELO I",POLICE OFFICER,019 PRECINCT,26428,7/9/2021,13,0
421,"AHMED, MARUF",POLICE OFFICER,CANDIDATE ASSESSMENT DIVISION,12529,7/11/2012,126,1
422,"AHMED, MD T",POLICE OFFICER,028 PRECINCT,17814,10/24/2018,20,0
423,"AHMED, MOEZ I",POLICE OFFICER,PBSI FERRY SECURITY UNIT,6285,7/8/2015,19,1
424,"AHMED, MOHAMMED A",POLICE OFFICER,090 PRECINCT,2613,4/25/2018,14,0
425,"AHMED, MOHAMMED M",SERGEANT,MS CRIME ANALYSIS UNIT,1003,1/11/2010,165,7
426,"AHMED, MUHAMMAD",LIEUTENANT,CRIMINAL INTELLIGENCE SECTION,,1/9/2006,117,8
427,"AHMED, MUHAMMED R",POLICE OFFICER,050 PRECINCT,4585,4/15/2019,9,0
428,"AHMED, MUNTAZIR",POLICE OFFICER,TRANSIT DISTRICT 20,15204,1/10/2018,4,0
429,"AHMED, NADER N",POLICE OFFICER,043 PRECINCT,10497,11/2/2020,14,0
430,"AHMED, NAFIS I",POLICE OFFICER,032 PRECINCT,8072,4/28/2021,4,0
431,"AHMED, NODIM U",POLICE OFFICER,019 PRECINCT,11305,10/7/2015,54,1
432,"AHMED, OSMAN",POLICE OFFICER,TRANSIT DISTRICT 33,12009,11/2/2020,3,0
433,"AHMED, PARUL A",CAPTAIN,IAB GROUP 32,,1/20/2004,37,0
434,"AHMED, QASSIM H",POLICE OFFICER,049 PRECINCT,7194,1/14/2009,132,0
435,"AHMED, RAJU",POLICE OFFICER,RTS RECRUITS,29165,12/29/2021,0,0
436,"AHMED, SABBIR",POLICE OFFICER,TRANSIT DISTRICT 4,11924,7/7/2021,2,0
437,"AHMED, SAMSUDDIN",POLICE OFFICER,HOUSING PSA 5,1101,10/12/2021,0,0
438,"AHMED, SAZIB",POLICE OFFICER,HOUSING PSA 9,12207,1/9/2013,99,0
439,"AHMED, SHAHZAD",POLICE OFFICER,071 PRECINCT,18594,7/13/2016,36,2
440,"AHMED, SHAHZEB",POLICE OFFICER,PBMN PUBLIC SAFETY TEAMS,26865,1/10/2018,92,7
441,"AHMED, SHAIKH M",SERGEANT,HOUSING PSA 8,4318,7/10/2006,127,2
442,"AHMED, SHAWQI M",POLICE OFFICER,107 PRECINCT,448,1/31/2006,83,1
443,"AHMED, SHEHROZ",POLICE OFFICER,001 PRECINCT,8188,10/7/2019,17,0
444,"AHMED, SHUHEL",POLICE OFFICER,070 PRECINCT,20760,7/6/2011,116,1
445,"AHMED, SIBBIR",POLICE OFFICER,114 PRECINCT,11805,1/7/2015,20,0
446,"AHMED, SOHEL",POLICE OFFICER,TRANSIT DISTRICT 20,8782,7/1/2004,170,0
447,"AHMED, SUMON",POLICE OFFICER,RTS RECRUITS,29620,12/29/2021,0,0
448,"AHMED, SYED A",POLICE OFFICER,076 PRECINCT,23518,2/24/2021,10,0
449,"AHMED, THAHER",POLICE OFFICER,108 PRECINCT,1488,7/9/2013,264,37
450,"AHMED, TOFAIL",POLICE OFFICER,TRANSIT DISTRICT 12,11095,12/29/2020,2,0
451,"AHMED, ZAID M",POLICE OFFICER,115 PRECINCT,28212,1/10/2018,30,0
452,"AHMED, ZULFIQAR",SERGEANT,034 PRECINCT,1226,7/1/2004,90,1
453,"AHMEDI, LIRIDON",POLICE OFFICER,INTEL CIS FIO PROGRAM,11080,7/9/2014,263,6
454,"AHMEMULIC, HARIS",POLICE OFFICER,HOUSING PSA 3,4604,4/15/2019,30,0
455,"AHN, DULAE",POLICE OFFICER,MILITARY & EXTENDED LEAVE DESK,4092,12/29/2020,7,0
456,"AHN, PETER",SERGEANT,075 PRECINCT,1234,7/6/2010,101,0
457,"AHWAL, ANTHONY J",DETECTIVE 3RD GRADE,GVSD Z1 VIOLENCE RED T/F,156,7/8/2008,196,24
458,"AIDOO, GLADYS",POLICE OFFICER,052 PRECINCT,1396,4/6/2016,63,0
459,"AIELLO, ALAINA M",POLICE OFFICER,114 PRECINCT,11899,4/15/2019,31,0
460,"AIELLO, ANDREW N",POLICE OFFICER,023 PRECINCT,21442,10/7/2015,122,2
461,"AIELLO, JAMES",POLICE OFFICER,112 PRECINCT,21176,7/9/2013,78,2
462,"AIELLO, JOSEPH A",POLICE OFFICER,072 PRECINCT,20221,1/6/2020,36,0
463,"AIELLO, JUSTIN A",DETECTIVE 3RD GRADE,RTCC INVESTIGATIVE SUPPORT SEC,1633,7/6/2011,399,7
464,"AIELLO, KYLE",POLICE OFFICER,030 PRECINCT,10816,1/6/2020,15,0
465,"AIELLO, MATTHEW A",POLICE OFFICER,122 PRECINCT,6430,1/9/2006,105,1
466,"AIELLO, NICOLE F",POLICE OFFICER,121 PRECINCT,957,1/6/2016,32,0
467,"AIKEN, JANISE I",POLICE OFFICER,073 PRECINCT,13971,7/9/2013,90,0
468,"AIKEN, TIMOTHY",POLICE OFFICER,TRANSIT DISTRICT 1,17004,10/24/2018,7,0
469,"AIKEN, TIMOTHY",DETECTIVE 2ND GRADE,TRANSIT BORO MAN TASK FORCE,6959,10/15/1990,774,4
470,"AIMER, MARIE",POLICE OFFICER,079 PRECINCT,5523,12/29/2020,19,0
471,"AIMUTIS, PHILIP",POLICE OFFICER,GRANTS UNIT,9295,10/7/2019,18,0
472,"AINOO, FRANCIS K",DETECTIVE 3RD GRADE,073 DET SQUAD,526,7/10/2006,379,2
473,"AIOLA, CHRISTOPHER P",POLICE OFFICER,109 PRECINCT,14328,1/6/2020,24,0
474,"AISAA, YOSEF M",DETECTIVE 3RD GRADE,070 DET SQUAD,5804,7/8/2008,425,2
475,"AIYASH, SADDAM",POLICE OFFICER,069 PRECINCT,19408,10/11/2016,38,2
476,"AIZAGA, FRANKLYN V",LIEUTENANT,105 PRECINCT,,1/9/2006,105,0
477,"AJASA, ADE T",DETECTIVE 3RD GRADE,DRUG ENFORCEMENT TASK FORCE,686,7/10/2006,584,2
478,"AJAYI, ADEYINKA E",POLICE OFFICER,TRANSIT DISTRICT 12,5635,4/15/2019,2,0
479,"AJELLO, JONATHAN W",SERGEANT,EEO INVESTIGATIONS UNIT,369,7/1/2004,68,0
480,"AJESULAS, OLDSON",DETECTIVE SPECIALIST,HOUSING PSA 9,4868,1/10/2007,406,1
481,"AJMAL, FAIZAN",POLICE OFFICER,TB ANTI TERRORISM UNIT,9166,7/6/2011,223,0
482,"AJMAL, HASNAN",POLICE OFFICER,PATROL BORO STATEN ISLAND,6773,7/11/2005,132,2
483,"AKAM, WAFI",POLICE OFFICER,ATU LATE TOUR PATROL TD 2,12645,10/11/2016,7,0
484,"AKANDA, SHAMRAT",SERGEANT,040 PRECINCT,371,1/10/2007,260,0
485,"AKAYDIN, KENAN E",LIEUTENANT,TRANSIT DISTRICT 20,,7/8/2008,150,19
486,"AKHLAQ, HAUZAIFA",POLICE OFFICER,083 PRECINCT,12638,7/7/2021,5,0
487,"AKHMEDOV, SUKHROB K",POLICE OFFICER,063 PRECINCT,18061,7/5/2017,70,1
488,"AKHTAMOV, SARVAR",POLICE OFFICER,121 PRECINCT,4952,7/8/2015,0,0
489,"AKHTAR, FAMILA",POLICE OFFICER,010 PRECINCT,6559,7/6/2011,50,0
490,"AKHTAR, MOHSIN",POLICE OFFICER,076 PRECINCT,18100,7/8/2015,33,1
491,"AKHTER, SHARMIN",POLICE OFFICER,RTS RECRUITS,29807,12/29/2021,0,0
492,"AKHTER, TASLIMA",POLICE OFFICER,HOUSING PSA 1,19480,1/9/2012,35,0
493,"AKHTER, WAHEED",CAPTAIN,060 PRECINCT,,1/10/2005,59,1
494,"AKINS, JARRETT V",POLICE OFFICER,HB SPECIAL OPERATIONS SECTION,13703,7/1/2004,164,0
495,"AKLIL, SAMIR W",POLICE OFFICER,HOUSING PSA 2,10913,1/6/2016,5,0
496,"AKOBUNDU, IKENNA K",POLICE OFFICER,TRANSIT DISTRICT 20,20076,1/10/2005,565,0
497,"AKOMEAH, CLARA",POLICE OFFICER,TRANSIT DISTRICT 1,21871,7/7/2021,1,0
498,"AKON, AMIN",POLICE OFFICER,STRATEGIC RESP GRP 1 MANHATTAN,21858,1/4/2017,65,1
499,"AKOPOV, YURIY V",SERGEANT,QUEENS NORTH VICE MODULE,1836,7/9/2007,171,6
500,"AKRAM, BUSHRA",POLICE OFFICER,079 PRECINCT,12650,7/16/2021,8,0
501,"AKTAR, HASHI",POLICE OFFICER,TRANSIT BORO BKLYN TASK FORCE,23160,10/11/2016,34,1
502,"AKTARUZZAMAN, SHEIKH M",POLICE OFFICER,042 PRECINCT,26939,1/3/2019,96,0
503,"AKTAS, DENIZ",POLICE OFFICER,DRIVER EDUCATION & TRAINING UNIT,10316,7/9/2014,41,0
504,"AKTER, NASRIN",POLICE OFFICER,042 PRECINCT,19881,10/11/2016,10,0
505,"AKTER, NAZNIN",POLICE OFFICER,HOUSING PSA 4,2739,1/10/2018,22,1
506,"AKTER, SALMA",POLICE OFFICER,TB ANTI TERRORISM UNIT,14025,1/6/2016,15,0
507,"AKTER, SHAMME",POLICE OFFICER,023 PRECINCT,18075,7/5/2017,22,0
508,"ALABRE, MANET",SERGEANT,TRANSIT DISTRICT 20,1335,1/7/2008,218,1
509,"ALAHI, MONZUR",SERGEANT,025 PRECINCT,1021,7/14/2009,84,0
510,"ALAIMO, VICTORIA L",POLICE OFFICER,HOUSING PSA 6,4549,10/18/2017,23,1
511,"ALAKBAROV, JEYHUN",POLICE OFFICER,060 PRECINCT,25692,7/7/2021,2,0
512,"ALAM, AKM S",LIEUTENANT,TRAFFIC ENFORCEMENT DISTRICT,,7/10/2006,43,2
513,"ALAM, ARSALAN",POLICE OFFICER,TRANSIT DISTRICT 32,18381,7/13/2016,8,0
514,"ALAM, BODIUL",POLICE OFFICER,TRANSIT DISTRICT 3,1107,12/29/2020,2,0
515,"ALAM, DIDARUL",POLICE OFFICER,TRANSIT DISTRICT 34,8791,4/15/2019,3,0
516,"ALAM, IFTEKHARUL",POLICE OFFICER,081 PRECINCT,915,4/25/2018,14,3
517,"ALAM, JAHIDUL",POLICE OFFICER,TRANSIT DISTRICT 33,3003,4/15/2019,3,0
518,"ALAM, MAHFUZ",POLICE OFFICER,014 PCT-MIDTOWN SO. PCT,21178,7/7/2021,10,0
